name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
AWS Certified Machine Learning - Specialty,-1.1000792914123327,Amazon CloudWatch,"Amazon CloudWatch, Predictive Modeling, Application Deployment, Data Processing, Data Pipelines, Data Analysis, Exploratory Data Analysis, Amazon Elastic Compute Cloud",12,"Master proven strategies for successfully passing the AWS Certified Machine Learning – Specialty exam, boosting your cre",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Amazon CloudWatch; Predictive Modeling; Application Deployment; Data Processing; Data Pipelines,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.0028528854904413,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,-1.1000792914123327,-0.011139875776428464,0.05555555555555555,24
"Life, Health and Radiation",-0.971364865740063,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Radiology, Radiation Protection, X-Ray Computed Tomography, Patient Communication, Medical Imaging, Diagnostic Radiology, Biology, Physics, Safety Standards",62,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Magnetic Resonance Imaging; Radiology; Radiation Protection; X-Ray Computed Tomography; Patient Communication,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.4622313838783437,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,-0.971364865740063,0.1537361250203718,0.05,10
Teaching with AI: tools,-1.5505797812652773,Responsible AI,Responsible AI,25,"Understand the fundamentals of generative AI and its application in teaching.
Understand the fundamentals of generative ",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Responsible AI,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-2.895028141132783,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,-1.5505797812652773,-1.0603507899378841,0.09090909090909091,5
Leadership Principles for Software Engineers,1.6029236477053337,Management Training And Development,"Management Training And Development, Technical Management, Cloud Engineering, Leadership and Management, Smart Goals, Goal Setting, Software Engineering, Leadership, Business Strategy, Engineering Management, Talent Management, People Management, Talent Acquisition, Recruitment, Program Management, Team Leadership",36,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Management Training And Development; Technical Management; Cloud Engineering; Leadership and Management; Smart Goals,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1.6029236477053337,-0.5387430783261891,0.016666666666666666,48
Flight mechanics - Lift and trajectory,0.3157793909826353,Vibrations,"Vibrations, Mechanics, Mathematical Modeling, Control Systems, Hazard Analysis, Engineering Analysis",57,"Define the lift coefficent.
Define the lift coefficent.
Describe the relation between angle of attack and speed.
Describ",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Vibrations; Mechanics; Mathematical Modeling; Control Systems; Hazard Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0.3157793909826353,-0.8849826799994694,0.025,18
xDesign Revolution and Cut Features,-0.13472109887030911,Mechanical Design,"Mechanical Design, Computer-Aided Design, SolidWorks (CAD), 3D Modeling, Mechanical Engineering",24,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Mechanical Design; Computer-Aided Design; SolidWorks (CAD); 3D Modeling; Mechanical Engineering,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.8137851379085879,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,-0.13472109887030911,-0.8804860617959203,0.030303030303030304,5
Corporate Finance Essentials II,-0.7139360143955233,Capital Budgeting,"Capital Budgeting, Business Valuation, Financial Market, Market Dynamics, Financial Management, Equities, Financial Analysis, Investments, Risk Analysis, Corporate Finance",40,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Capital Budgeting; Business Valuation; Financial Market; Market Dynamics; Financial Management,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.4622313838783437,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,-0.7139360143955233,-0.09357787617482843,0.041666666666666664,50
Pest & Disease Management,1.216780370688524,Preventative Care,"Preventative Care, Epidemiology, Environmental Monitoring, Environmental Science, Microbiology, Infection Control",29,"Learners will be able to distinguish between plant damage caused by disease and pests.
Learners will be able to distingu",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Preventative Care; Epidemiology; Environmental Monitoring; Environmental Science; Microbiology,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1.216780370688524,-1.0003958805572295,0.018518518518518517,18
Applications in Engineering Mechanics,-0.0060066731980392835,Engineering,"Engineering, Mechanical Engineering, Structural Analysis, Structural Engineering, Engineering Analysis, Mechanics",62,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Engineering; Mechanical Engineering; Structural Analysis; Structural Engineering; Engineering Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.543474387102539,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,-0.0060066731980392835,-0.8213876511207036,0.02857142857142857,30
Problem Solving with Excel,1.0237087321801193,Data Analysis,"Data Analysis, Microsoft Excel, Data Validation, Financial Analysis, Data Management, Data Analysis Software, Spreadsheet Software, Statistical Analysis, Data Cleansing, Excel Formulas",63,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Data Analysis; Microsoft Excel; Data Validation; Financial Analysis; Data Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1.0237087321801193,-0.7482325852209468,0.0196078431372549,30
Business Writing,-0.7139360143955233,Proofreading,"Proofreading, Communication Strategies, Business Writing, Writing and Editing, Editing, Concision, Verbal Communication Skills, Organizational Skills, Business Communication, Grammar, Business Correspondence, Persuasive Communication, Writing, Organizational Strategy, Communication",18,"Write clearly and effectively.
Write clearly and effectively.",Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Proofreading; Communication Strategies; Business Writing; Writing and Editing; Editing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.8893223701519004,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,-0.7139360143955233,0.5247071268131722,0.041666666666666664,75
Engineering of Structures: Tension and Compression,-0.3921499502148488,Structural Engineering,"Structural Engineering, Civil Engineering, Engineering Calculations, Construction, Mechanics, Materials science, Engineering Analysis",53,"Identify the definitions of the key glossary terms related to tension and compression
Identify the definitions of the ke",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Structural Engineering; Civil Engineering; Engineering Calculations; Construction; Mechanics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.2731636362964902,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,-0.3921499502148488,-0.6137900855854221,0.034482758620689655,35
Causal Inference,1.0880659450162542,Regression Analysis,"Regression Analysis, Probability & Statistics, Statistical Inference, Program Evaluation, Statistical Analysis, Research Design, Data Collection, Machine Learning, Statistical Modeling, Statistical Hypothesis Testing, Statistical Methods, Experimentation",68,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Regression Analysis; Probability & Statistics; Statistical Inference; Program Evaluation; Statistical Analysis,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1.0880659450162542,-0.645278340379506,0.019230769230769232,12
Understanding Political Concepts,-0.9070076529039282,Critical Thinking,"Critical Thinking, Policy Analysis, Interactive Learning, Research, Political Sciences, Governance, Research Methodologies, Systems Thinking, Sociology, Social Sciences",55,"How to unpack and reconstruct the key concepts of political science
How to unpack and reconstruct the key concepts of po",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Critical Thinking; Policy Analysis; Interactive Learning; Research; Political Sciences,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.4622313838783437,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,-0.9070076529039282,0.08307498182174307,0.047619047619047616,50
Introduction to Sustainability,0.50885102949104,Climate Change Adaptation,"Climate Change Adaptation, Sustainable Development, Water Resources, Environmental Resource Management, Economics, Environment, Water Resource Management, Environmental Science, Demography, Social Sciences, Sustainability Standards, Environmental Policy, Energy and Utilities, Sustainable Engineering",2,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Climate Change Adaptation; Sustainable Development; Water Resources; Environmental Resource Management; Economics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.6190116193458516,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0.50885102949104,-0.3638978309695822,0.023255813953488372,70
Speed Up Data Analysis and Presentation Building,-0.5852215887232535,Responsible AI,"Responsible AI, Data Presentation, Spreadsheet Software, Data Visualization, Prompt Engineering, Data Storytelling, Data Analysis, Graphing",3,"Apply the prompting framework to extract insights from data, identify and fix spreadsheet formulas, and explore data vis",Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Responsible AI; Data Presentation; Spreadsheet Software; Data Visualization; Prompt Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.0028528854904413,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,-0.5852215887232535,-0.41698849312239805,0.038461538461538464,40
Advanced Neurobiology II,-1.6792942069375472,Biology,"Biology, Behavioral Health, Neurology, Cell Biology, Psychology, Anatomy, Mental Health Diseases and Disorders, Pathology, Psychiatry, Physiology, Molecular Biology",30,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Biology; Behavioral Health; Neurology; Cell Biology; Psychology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.1919206330722949,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,-1.6792942069375472,2.2971241353787746,0.1111111111111111,55
Sustainable Development in the 21st Century with Ban Ki-moon,-0.7139360143955233,Sustainability Standards,"Sustainability Standards, Sustainable Development, International Relations, Socioeconomics, Community Development, Environmental Policy, Economics, Policy, and Social Studies, Empowerment, Governance, Innovation, Strategic Partnership, Climate Change Adaptation, Climate Change Mitigation, Environmental Issue, Social Justice",75,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Sustainability Standards; Sustainable Development; International Relations; Socioeconomics; Community Development,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.429943871763998,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,-0.7139360143955233,0.7720211280083726,0.041666666666666664,51
The Principles of Real Estate,0.3157793909826353,Customer Relationship Building,"Customer Relationship Building, Calendar Management, Lead Generation, Property and Real Estate, Real Estate, Goal Setting, Market Data, Compensation Management, Sales Prospecting, Database Management, Prioritization, Market Analysis, Sales Process, Real Estate Sales, Client Services, Market Trend",45,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Customer Relationship Building; Calendar Management; Lead Generation; Property and Real Estate; Real Estate,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.1596331209579491,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,0.3157793909826353,-0.14304067641386847,0.025,80
Oracle Cloud Infrastructure AI Foundations,1.5385664348691988,Unsupervised Learning,"Unsupervised Learning, Deep Learning, Natural Language Processing, Large Language Modeling, Artificial Neural Networks, Artificial Intelligence, Machine Learning, Supervised Learning, Oracle Cloud, Generative AI, Computer Vision",33,"Understand and describe AI concepts and workloads, explain Machine Learning concepts and terminologies.
Understand and d",Introduces key concepts and practical applications of None.,Information Technology,High,High,Advanced,Information Technology,Unsupervised Learning; Deep Learning; Natural Language Processing; Large Language Modeling; Artificial Neural Networks,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.1919206330722949,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,1.5385664348691988,-0.7768352015107208,0.01694915254237288,55
Hydrogen: Key Concepts and Use in Green Technologies,-0.971364865740063,Sustainable Technologies,"Sustainable Technologies, Case Studies, Production Process, Engineering Analysis, Research Reports, Mathematical Modeling",1,"Key concepts of hydrogen: Introduction, electrolysis, fuel cells, electrochemistry, and modelling.
Key concepts of hydro",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Sustainable Technologies; Case Studies; Production Process; Engineering Analysis; Research Reports,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,-0.971364865740063,-0.43981747784810893,0.05,18
"Agroforestry V: Ecosystem Services, Food and Sustainability",0.7019226679994448,Environment and Resource Management,"Environment and Resource Management, Systems Thinking, Environment, Land Management, Environmental Science, Sustainability Standards, Biology, Natural Resource Management, Water Resource Management, Sustainable Development",76,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Environment and Resource Management; Systems Thinking; Environment; Land Management; Environmental Science,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0.7019226679994448,-0.684980922511177,0.021739130434782608,30
Hacking COVID-19 — Course 3: Unraveling COVID-19's Origins,0.7662798808355797,Life Sciences,"Life Sciences, Microbiology, Computational Thinking, Molecular Biology, Bioinformatics, Medical Science and Research, Infectious Diseases",36,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Life Sciences; Microbiology; Computational Thinking; Molecular Biology; Bioinformatics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.2731636362964902,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0.7662798808355797,-0.8881398800147273,0.02127659574468085,21
Introduction of Pile Foundation,-1.035722078576198,Structural Engineering,"Structural Engineering, Building Codes, Design, Structural Analysis, Construction Engineering, Safety Standards, Engineering Calculations, Construction, Civil Engineering, Engineering Design Process",42,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Structural Engineering; Building Codes; Design; Structural Analysis; Construction Engineering,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,-1.035722078576198,0.23183528329254022,0.05263157894736842,30
Water: an essential resource,-1.2931509299207375,Continuous Monitoring,"Continuous Monitoring, Environmental Monitoring, Environmental Engineering, Sustainable Development, Water Quality, Internet Of Things, Civil Engineering, Hydrology, Human Centered Design, Risk Analysis, Water Resource Management, Machine Learning, Water Sustainability, Sustainable Design",80,"The challenge of protection from chemical and microbiological hazard
The challenge of protection from chemical and micro",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Continuous Monitoring; Environmental Monitoring; Environmental Engineering; Sustainable Development; Water Quality,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,-1.2931509299207375,1.4397689312354134,0.06666666666666667,14
UX/UI Design Fundamentals: Usability and Visual Principles,-1.4862225684291424,Typography,"Typography, User Experience, Color Theory, Interaction Design, User Interface and User Experience (UI/UX) Design, Usability, User Centered Design, Persona Development, Prototyping, UI/UX Research, Responsive Web Design, User Interface (UI) Design, User Flows",63,"Job-ready skills in UX/UI fundamentals you need to kickstart your UI/UX career journey
Job-ready skills in UX/UI fundame",Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Typography; User Experience; Color Theory; Interaction Design; User Interface and User Experience (UI/UX) Design,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.34870086853980276,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,-1.4862225684291424,1.8849341333867737,0.08333333333333333,13
Exam Prep AI-102: Microsoft Azure AI Engineer Associate,-0.32779273737871384,Cloud Solutions,"Cloud Solutions, Image Analysis, Machine Learning, Computer Vision, Responsible AI, Artificial Intelligence, Microsoft Azure, OpenAI, Azure Active Directory, Python Programming, Generative AI, Application Programming Interface (API), Text Mining, Natural Language Processing",55,"Explore and make use of AI conversational assistants.
Explore and make use of AI conversational assistants.
Design and i",Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Cloud Solutions; Image Analysis; Machine Learning; Computer Vision; Responsible AI,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,-0.32779273737871384,0.05481052454229171,0.03333333333333333,14
Cloud Computing Law: Data Protection and Cybersecurity,1.345494796360794,Cloud Security,"Cloud Security, Information Privacy, General Data Protection Regulation (GDPR), Data Governance, Personally Identifiable Information, Law, Regulation, and Compliance, Regulatory Requirements, Cybersecurity, Data Security, Risk Management Framework, Cloud Computing, Cloud Services",9,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Cloud Security; Information Privacy; General Data Protection Regulation (GDPR); Data Governance; Personally Identifiable Information,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1,1.345494796360794,-0.5882058785652291,0.017857142857142856,42
Understanding the U.S. Healthcare Landscape,1.1524231578523891,Health Disparities,"Health Disparities, Health Care Administration, Healthcare Industry Knowledge, Drug Development, Payment Systems, Medicare, Health Care, Public Health, Health Systems, Health Policy, Tax Laws, Pharmaceuticals, Medical Billing, Value-Based Care, Medicaid",26,"Explain how the delivery of healthcare in the U.S. is organized and financed
Explain how the delivery of healthcare in t",Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Health Disparities; Health Care Administration; Healthcare Industry Knowledge; Drug Development; Payment Systems,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.8893223701519004,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,1.1524231578523891,-0.49021353846901766,0.018867924528301886,75
U.S. Health Law Fundamentals,-0.0060066731980392835,Medicaid,"Medicaid, Legal Risk, Health Care Administration, Informed Consent, Lawsuits, Health Care Procedure and Regulation, Health Policy, Healthcare Industry Knowledge, Emergency Departments, Healthcare Ethics, Case Law, Medicare, Law, Regulation, and Compliance, Managed Care",17,Identify the distinguishing features of the American healthcare system and the role of administrative law in modern medi,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Medicaid; Legal Risk; Health Care Administration; Informed Consent; Lawsuits,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.1596331209579491,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,-0.0060066731980392835,0.026546067262840183,0.02857142857142857,80
Digital Forensics Essentials (DFE),-0.26343552454257896,Data Storage,"Data Storage, Malware Protection, Cybersecurity, Mac OS, Cyber Attacks, Web Applications, Threat Detection, Network Analysis, Network Security, File Systems, Data Integrity, Microsoft Windows, Linux",3,"Network forensics fundamentals, event correlation, and network traffic investigation
Network forensics fundamentals, eve",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Data Storage; Malware Protection; Cybersecurity; Mac OS; Cyber Attacks,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-0.26343552454257896,-0.08560000516853165,0.03225806451612903,39
Responsible AI for Developers: Interpretability & Transparency,-0.07036388603417419,Artificial Intelligence,"Artificial Intelligence, Responsible AI, Applied Machine Learning, Data-Driven Decision-Making, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics",66,"Define interpretability and transparency as it relates to AI
Define interpretability and transparency as it relates to A",Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Artificial Intelligence; Responsible AI; Applied Machine Learning; Data-Driven Decision-Making; Machine Learning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.2731636362964902,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,-0.07036388603417419,-0.7191368203744528,0.029411764705882353,21
"India-US Relations: Geopolitics, Culture, and Business",0.12270775247423055,Business,"Business, Strategic Partnership, Public Safety and National Security, Immigration Law, Economics, Policy, and Social Studies, World History, Social Sciences, Cultural Diversity, International Relations, Higher Education",73,Describe the scope and breadth of India-US relations focused on government-to-government interactions and through people,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Business; Strategic Partnership; Public Safety and National Security; Immigration Law; Economics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0.12270775247423055,-0.3676285261478882,0.02702702702702703,36
Design Fundamentals with AI,-0.7782932272316583,Digital Design,"Digital Design, Logo Design, User Interface and User Experience (UI/UX) Design, Creative Design, Responsible AI, Generative AI Agents, Visual Design, Color Theory, Typography, Content Creation, Graphic Design",46,"Use Adobe Express features powered by generative AI to quickly create high-impact content using simple text prompts.
Use",Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Digital Design; Logo Design; User Interface and User Experience (UI/UX) Design; Creative Design; Responsible AI,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.1919206330722949,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,-0.7782932272316583,0.08921942905640655,0.043478260869565216,55
Generative AI: Business Transformation and Career Growth,-0.6495788015593884,Business Transformation,"Business Transformation, Natural Language Processing, Business Development, Generative AI, Content Creation, Leadership and Management, AI Product Strategy, Strategic Leadership, Responsible AI, Prompt Engineering",29,"Explain the transformative impact of generative AI on the business and industry landscape.
Explain the transformative im",Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Business Transformation; Natural Language Processing; Business Development; Generative AI; Content Creation,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-0.6495788015593884,-0.14304067641386847,0.04,30
