course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C052,Advanced Creative Thinking and AI: Tools for Success,Personal Development,Advanced,20,Data Analyst,Ideation,"Ideation, Creative Thinking, Cognitive flexibility, Prototyping, Creativity, Sustainable Design, Critical Thinking, Design Thinking, Artificial Intelligence, Brainstorming, Innovation",22,,https://www.coursera.org/learn/advanced-creative-thinking,Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Ideation; Creative Thinking; Cognitive flexibility; Prototyping; Creativity,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,20,11
C053,Fundamentals of Investing,Personal Development,Intermediate,25,AI Engineer,Return On Investment,"Return On Investment, Financial Analysis, Tax, Risk Management, Tax Planning, Portfolio Management, Risk Analysis, Asset Management, Equities, Investments, Securities (Finance), Financial Planning, Derivatives",14,,https://www.coursera.org/learn/investing-fundamentals,Introduces key concepts and practical applications of None.,Personal Development,High,High,Intermediate,Personal Development,Return On Investment; Financial Analysis; Tax; Risk Management; Tax Planning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,25,13
C054,3D Character Design Workshop with Nomad Sculpt,Arts And Humanities,Intermediate,9,Data Analyst,Color Theory,"Color Theory, Animation and Game Design, 3D Modeling, Visualization (Computer Graphics), Creative Design, Computer Graphics, 3D Assets",36,,https://www.coursera.org/learn/3d-character-design-workshop-with-nomad-sculpt,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Color Theory; Animation and Game Design; 3D Modeling; Visualization (Computer Graphics); Creative Design,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,7,9,7
C055,Recent Advances in Freeform Electronics,Physical Science And Engineering,Intermediate,30,ML Engineer,Electronic Components,"Electronic Components, Reliability, Materials science, Emerging Technologies, Display Devices, Electronic Systems, Manufacturing Processes, Biomedical Technology, Physics, Electrical Engineering, Semiconductors, Electronics",64,,https://www.coursera.org/learn/freeform-electronics,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Electronic Components; Reliability; Materials science; Emerging Technologies; Display Devices,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,12,30,12
C056,Artificial Intelligence (AI) Education for Teachers,Social Sciences,Beginner,12,AI Engineer,Computer Science,"Computer Science, Creativity, Data Processing, Ethical Standards And Conduct, Responsible AI, Computer Programming, Design Thinking, Computational Thinking, Data Literacy, Ideation, Artificial Intelligence, Data-Driven Decision-Making, Education Software and Technology, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Analysis, Data Quality, Algorithms",80,"Compare AI with human intelligence, broadly understand how it has evolved since the 1950s, and identify industry applica",https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Computer Science; Creativity; Data Processing; Ethical Standards And Conduct; Responsible AI,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,19,12,19
C057,"Detect, Respond, and Recover from Cloud Cybersecurity Attacks",Information Technology,Intermediate,20,Data Scientist,Continuous Monitoring,"Continuous Monitoring, Problem Management, Record Keeping, Security Controls, Cybersecurity, Threat Management, IT Automation, Threat Detection, Intrusion Detection and Prevention, Event Monitoring, Disaster Recovery, Security Information and Event Management (SIEM), System Monitoring, Incident Management, Cloud Security, Cyber Operations, Cyber Attacks, Cyber Threat Hunting, Computer Security Incident Management",29,"Analyze logging systems in a cloud environment.
Analyze logging systems in a cloud environment.
Configure security monit",https://www.coursera.org/learn/detect-respond-and-recover-from-cloud-cybersecurity-attacks,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Continuous Monitoring; Problem Management; Record Keeping; Security Controls; Cybersecurity,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,19,20,19
C058,Measuring and Modeling Impact in Evaluations,Health,Advanced,45,Backend Developer,Child Health,"Child Health, Data Modeling, Data Analysis Software, Program Evaluation, Epidemiology, Data Quality, Mathematical Modeling, Nutrition and Diet, Maternal Health, Public Health and Disease Prevention, Statistical Modeling, Health Assessment, Data Collection",22,,https://www.coursera.org/learn/measuring-and-modeling-impact,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Child Health; Data Modeling; Data Analysis Software; Program Evaluation; Epidemiology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,13,45,13
C059,Launch Your Online Business,Business,Advanced,26,ML Engineer,E-Commerce,"E-Commerce, Copywriting, Marketing and Public Relations, Customer Engagement, Persona Development, Content Creation, Business Modeling, Web Design and Development, Entrepreneurship, Presentations, Value Propositions, Branding, Video Production, Photography, Marketing",22,,https://www.coursera.org/learn/launch-online-business,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,E-Commerce; Copywriting; Marketing and Public Relations; Customer Engagement; Persona Development,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,26,15
C060,Beginning Custom Projects with Raspberry Pi,Physical Science And Engineering,Advanced,30,Backend Developer,Embedded Systems,"Embedded Systems, Software Installation, Application Security, Internet Of Things, System Configuration, Electronic Systems, Linux, Control Systems, Web Applications, Application Programming Interface (API), Python Programming, Remote Access Systems",80,,https://www.coursera.org/learn/beginning-custom-projects-with-raspberry-pi,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Embedded Systems; Software Installation; Application Security; Internet Of Things; System Configuration,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,12,30,12
C061,Telehealth: Dermatology Assessment,Health,Advanced,40,Full Stack,Patient Evaluation,"Patient Evaluation, Health Technology, Health Assessment, Medical Imaging, Image Analysis, Telehealth, Clinical Assessment, Medical Equipment and Technology, Patient Assistance",25,"Instruct patients in taking clinically useful photos for skin assessment.
Instruct patients in taking clinically useful ",https://www.coursera.org/learn/telehealth-dermatology-assessment,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Patient Evaluation; Health Technology; Health Assessment; Medical Imaging; Image Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,9,40,9
C062,The Diversity of Exoplanets,Physical Science And Engineering,Advanced,24,Data Scientist,Physical Science,"Physical Science, Simulations, Scientific Methods, Scientific Visualization, Research, Quantitative Research, Chemistry, Physics, Mathematical Modeling, Mechanics",39,"You will explore the different ways of detecting and characterising exoplanets.
You will explore the different ways of d",https://www.coursera.org/learn/exoplanets,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Physical Science; Simulations; Scientific Methods; Scientific Visualization; Research,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,24,10
C063,English for Career Development,Language Learning,Beginner,55,Data Analyst,Interviewing Skills,"Interviewing Skills, Job Analysis, Vocabulary, Business Communication, Professional Networking, English Language, Verbal Communication Skills, Recruitment, Social Skills, Business Writing, Communication, Writing",46,,https://www.coursera.org/learn/careerdevelopment,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Interviewing Skills; Job Analysis; Vocabulary; Business Communication; Professional Networking,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,55,12
C064,General Chemistry: Concept Development and Application,Physical Science And Engineering,Beginner,53,ML Engineer,Physics,"Physics, Biochemistry, Experimentation, Chemistry, Scientific Methods, Laboratory Research",10,,https://www.coursera.org/learn/general-chemistry,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Physics; Biochemistry; Experimentation; Chemistry; Scientific Methods,Unknown,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,6,53,6
C065,Cisco CCNP Enterprise ENARSI (300-410),Information Technology,Beginner,26,Data Scientist,Network Troubleshooting,"Network Troubleshooting, Wide Area Networks, Network Infrastructure, Routing Protocols, Open Shortest Path First (OSPF), Border Gateway Protocol, Virtual Private Networks (VPN), Network Engineering, Network Monitoring, Authorization (Computing), Dynamic Host Configuration Protocol (DHCP), Network Performance Management, Authentications, Network Security, Multiprotocol Label Switching, TCP/IP, Network Administration, Network Routing, Firewall",7,"Master advanced troubleshooting techniques for Layer 3 protocols like EIGRP, OSPF, and BGP.
Master advanced troubleshoot",https://www.coursera.org/learn/packt-cisco-ccnp-enterprise-enarsi-300-410-tpgba,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Network Troubleshooting; Wide Area Networks; Network Infrastructure; Routing Protocols; Open Shortest Path First (OSPF),Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,19,26,19
C066,Understanding Patient Perspectives on Medications,Health,Beginner,15,Backend Developer,Interviewing Skills,"Interviewing Skills, Qualitative Research, Patient Education And Counseling, Patient-centered Care, Patient Communication, Health Policy, Healthcare Ethics, Patient Safety, Health Equity, Medication Therapy Management",72,"Explain the benefits of including patients' perspectives in healthcare practice and policy.
Explain the benefits of incl",https://www.coursera.org/learn/patient-perspectives-on-medications,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Interviewing Skills; Qualitative Research; Patient Education And Counseling; Patient-centered Care; Patient Communication,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,10,15,10
C067,AWS Certified Machine Learning - Specialty,Computer Science,Intermediate,18,Backend Developer,Amazon CloudWatch,"Amazon CloudWatch, Predictive Modeling, Application Deployment, Data Processing, Data Pipelines, Data Analysis, Exploratory Data Analysis, Amazon Elastic Compute Cloud",12,"Master proven strategies for successfully passing the AWS Certified Machine Learning – Specialty exam, boosting your cre",https://www.coursera.org/learn/pearson-aws-certified-machine-learning-specialty-video-course-sqo2s,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Amazon CloudWatch; Predictive Modeling; Application Deployment; Data Processing; Data Pipelines,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,8,18,8
C068,"Life, Health and Radiation",Health,Beginner,20,Data Scientist,Magnetic Resonance Imaging,"Magnetic Resonance Imaging, Radiology, Radiation Protection, X-Ray Computed Tomography, Patient Communication, Medical Imaging, Diagnostic Radiology, Biology, Physics, Safety Standards",62,,https://www.coursera.org/learn/life-health-radiation,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Magnetic Resonance Imaging; Radiology; Radiation Protection; X-Ray Computed Tomography; Patient Communication,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,10,20,10
C069,Teaching with AI: tools,Social Sciences,Advanced,11,Full Stack,Responsible AI,Responsible AI,25,"Understand the fundamentals of generative AI and its application in teaching.
Understand the fundamentals of generative ",https://www.coursera.org/learn/teaching-with-ai-tools,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Responsible AI,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,1,11,1
C070,Leadership Principles for Software Engineers,Computer Science,Intermediate,60,Full Stack,Management Training And Development,"Management Training And Development, Technical Management, Cloud Engineering, Leadership and Management, Smart Goals, Goal Setting, Software Engineering, Leadership, Business Strategy, Engineering Management, Talent Management, People Management, Talent Acquisition, Recruitment, Program Management, Team Leadership",36,,https://www.coursera.org/learn/real-world-engineering-management-1,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Management Training And Development; Technical Management; Cloud Engineering; Leadership and Management; Smart Goals,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,60,16
C071,Flight mechanics - Lift and trajectory,Physical Science And Engineering,Intermediate,40,ML Engineer,Vibrations,"Vibrations, Mechanics, Mathematical Modeling, Control Systems, Hazard Analysis, Engineering Analysis",57,"Define the lift coefficent.
Define the lift coefficent.
Describe the relation between angle of attack and speed.
Describ",https://www.coursera.org/learn/lift-flight-mechanics,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Vibrations; Mechanics; Mathematical Modeling; Control Systems; Hazard Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,6,40,6
C072,xDesign Revolution and Cut Features,Physical Science And Engineering,Beginner,33,Full Stack,Mechanical Design,"Mechanical Design, Computer-Aided Design, SolidWorks (CAD), 3D Modeling, Mechanical Engineering",24,,https://www.coursera.org/learn/xdesign-revolution-and-cut-features,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Mechanical Design; Computer-Aided Design; SolidWorks (CAD); 3D Modeling; Mechanical Engineering,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,5,33,5
C073,Corporate Finance Essentials II,Business,Advanced,24,Full Stack,Capital Budgeting,"Capital Budgeting, Business Valuation, Financial Market, Market Dynamics, Financial Management, Equities, Financial Analysis, Investments, Risk Analysis, Corporate Finance",40,,https://www.coursera.org/learn/corporate-finance-essentials-ii,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Capital Budgeting; Business Valuation; Financial Market; Market Dynamics; Financial Management,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,24,10
C074,Pest & Disease Management,Physical Science And Engineering,Intermediate,54,Data Scientist,Preventative Care,"Preventative Care, Epidemiology, Environmental Monitoring, Environmental Science, Microbiology, Infection Control",29,"Learners will be able to distinguish between plant damage caused by disease and pests.
Learners will be able to distingu",https://www.coursera.org/learn/pest-disease-management,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Preventative Care; Epidemiology; Environmental Monitoring; Environmental Science; Microbiology,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,6,54,6
C075,Applications in Engineering Mechanics,Physical Science And Engineering,Advanced,35,Data Analyst,Engineering,"Engineering, Mechanical Engineering, Structural Analysis, Structural Engineering, Engineering Analysis, Mechanics",62,,https://www.coursera.org/learn/engineering-mechanics-statics-2,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Engineering; Mechanical Engineering; Structural Analysis; Structural Engineering; Engineering Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,6,35,6
C076,Problem Solving with Excel,Data Science,Intermediate,51,Backend Developer,Data Analysis,"Data Analysis, Microsoft Excel, Data Validation, Financial Analysis, Data Management, Data Analysis Software, Spreadsheet Software, Statistical Analysis, Data Cleansing, Excel Formulas",63,,https://www.coursera.org/learn/excel-analysis,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Data Analysis; Microsoft Excel; Data Validation; Financial Analysis; Data Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,51,10
C077,Business Writing,Business,Advanced,24,Data Analyst,Proofreading,"Proofreading, Communication Strategies, Business Writing, Writing and Editing, Editing, Concision, Verbal Communication Skills, Organizational Skills, Business Communication, Grammar, Business Correspondence, Persuasive Communication, Writing, Organizational Strategy, Communication",18,"Write clearly and effectively.
Write clearly and effectively.",https://www.coursera.org/learn/writing-for-business,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Proofreading; Communication Strategies; Business Writing; Writing and Editing; Editing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,24,15
C078,Engineering of Structures: Tension and Compression,Physical Science And Engineering,Advanced,29,Full Stack,Structural Engineering,"Structural Engineering, Civil Engineering, Engineering Calculations, Construction, Mechanics, Materials science, Engineering Analysis",53,"Identify the definitions of the key glossary terms related to tension and compression
Identify the definitions of the ke",https://www.coursera.org/learn/engineering-of-structures-tension-and-compression,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Structural Engineering; Civil Engineering; Engineering Calculations; Construction; Mechanics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,7,29,7
C079,Causal Inference,Data Science,Beginner,52,Backend Developer,Regression Analysis,"Regression Analysis, Probability & Statistics, Statistical Inference, Program Evaluation, Statistical Analysis, Research Design, Data Collection, Machine Learning, Statistical Modeling, Statistical Hypothesis Testing, Statistical Methods, Experimentation",68,,https://www.coursera.org/learn/causal-inference,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Regression Analysis; Probability & Statistics; Statistical Inference; Program Evaluation; Statistical Analysis,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,52,12
C080,Understanding Political Concepts,Social Sciences,Advanced,21,Data Scientist,Critical Thinking,"Critical Thinking, Policy Analysis, Interactive Learning, Research, Political Sciences, Governance, Research Methodologies, Systems Thinking, Sociology, Social Sciences",55,"How to unpack and reconstruct the key concepts of political science
How to unpack and reconstruct the key concepts of po",https://www.coursera.org/learn/understanding-political-concepts,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Critical Thinking; Policy Analysis; Interactive Learning; Research; Political Sciences,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,21,10
C081,Introduction to Sustainability,Physical Science And Engineering,Advanced,43,Data Analyst,Climate Change Adaptation,"Climate Change Adaptation, Sustainable Development, Water Resources, Environmental Resource Management, Economics, Environment, Water Resource Management, Environmental Science, Demography, Social Sciences, Sustainability Standards, Environmental Policy, Energy and Utilities, Sustainable Engineering",2,,https://www.coursera.org/learn/sustainability,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Climate Change Adaptation; Sustainable Development; Water Resources; Environmental Resource Management; Economics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,43,14
C082,Speed Up Data Analysis and Presentation Building,Data Science,Advanced,26,ML Engineer,Responsible AI,"Responsible AI, Data Presentation, Spreadsheet Software, Data Visualization, Prompt Engineering, Data Storytelling, Data Analysis, Graphing",3,"Apply the prompting framework to extract insights from data, identify and fix spreadsheet formulas, and explore data vis",https://www.coursera.org/learn/google-speed-up-data-analysis-and-presentation-building,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Responsible AI; Data Presentation; Spreadsheet Software; Data Visualization; Prompt Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,8,26,8
C083,Advanced Neurobiology II,Health,Advanced,9,Full Stack,Biology,"Biology, Behavioral Health, Neurology, Cell Biology, Psychology, Anatomy, Mental Health Diseases and Disorders, Pathology, Psychiatry, Physiology, Molecular Biology",30,,https://www.coursera.org/learn/advancedneurobiologyii,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Biology; Behavioral Health; Neurology; Cell Biology; Psychology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,9,11
C084,Sustainable Development in the 21st Century with Ban Ki-moon,Social Sciences,Intermediate,24,Data Analyst,Sustainability Standards,"Sustainability Standards, Sustainable Development, International Relations, Socioeconomics, Community Development, Environmental Policy, Economics, Policy, and Social Studies, Empowerment, Governance, Innovation, Strategic Partnership, Climate Change Adaptation, Climate Change Mitigation, Environmental Issue, Social Justice",75,,https://www.coursera.org/learn/sustainable-development-ban-ki-moon,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Sustainability Standards; Sustainable Development; International Relations; Socioeconomics; Community Development,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,17,24,17
C085,The Principles of Real Estate,Business,Advanced,40,AI Engineer,Customer Relationship Building,"Customer Relationship Building, Calendar Management, Lead Generation, Property and Real Estate, Real Estate, Goal Setting, Market Data, Compensation Management, Sales Prospecting, Database Management, Prioritization, Market Analysis, Sales Process, Real Estate Sales, Client Services, Market Trend",45,,https://www.coursera.org/learn/the-principles-of-real-estate,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Customer Relationship Building; Calendar Management; Lead Generation; Property and Real Estate; Real Estate,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,16,40,16
C086,Oracle Cloud Infrastructure AI Foundations,Information Technology,Advanced,59,AI Engineer,Unsupervised Learning,"Unsupervised Learning, Deep Learning, Natural Language Processing, Large Language Modeling, Artificial Neural Networks, Artificial Intelligence, Machine Learning, Supervised Learning, Oracle Cloud, Generative AI, Computer Vision",33,"Understand and describe AI concepts and workloads, explain Machine Learning concepts and terminologies.
Understand and d",https://www.coursera.org/learn/oracle-cloud-infrastructure-ai-foundations,Introduces key concepts and practical applications of None.,Information Technology,High,High,Advanced,Information Technology,Unsupervised Learning; Deep Learning; Natural Language Processing; Large Language Modeling; Artificial Neural Networks,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,59,11
C087,Hydrogen: Key Concepts and Use in Green Technologies,Physical Science And Engineering,Intermediate,20,Data Scientist,Sustainable Technologies,"Sustainable Technologies, Case Studies, Production Process, Engineering Analysis, Research Reports, Mathematical Modeling",1,"Key concepts of hydrogen: Introduction, electrolysis, fuel cells, electrochemistry, and modelling.
Key concepts of hydro",https://www.coursera.org/learn/hydrogen-key-concepts-and-use-in-green-technologies,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Sustainable Technologies; Case Studies; Production Process; Engineering Analysis; Research Reports,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,6,20,6
C088,"Agroforestry V: Ecosystem Services, Food and Sustainability",Physical Science And Engineering,Intermediate,46,ML Engineer,Environment and Resource Management,"Environment and Resource Management, Systems Thinking, Environment, Land Management, Environmental Science, Sustainability Standards, Biology, Natural Resource Management, Water Resource Management, Sustainable Development",76,,https://www.coursera.org/learn/agroforestry5,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Environment and Resource Management; Systems Thinking; Environment; Land Management; Environmental Science,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,46,10
C089,Hacking COVID-19 — Course 3: Unraveling COVID-19's Origins,Health,Intermediate,47,Data Scientist,Life Sciences,"Life Sciences, Microbiology, Computational Thinking, Molecular Biology, Bioinformatics, Medical Science and Research, Infectious Diseases",36,,https://www.coursera.org/learn/hacking-covid-19--course-3-unraveling-origins-of-covid-19,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Life Sciences; Microbiology; Computational Thinking; Molecular Biology; Bioinformatics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,7,47,7
C090,Introduction of Pile Foundation,Physical Science And Engineering,Intermediate,19,AI Engineer,Structural Engineering,"Structural Engineering, Building Codes, Design, Structural Analysis, Construction Engineering, Safety Standards, Engineering Calculations, Construction, Civil Engineering, Engineering Design Process",42,,https://www.coursera.org/learn/introduction-of-pile-foundation,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Structural Engineering; Building Codes; Design; Structural Analysis; Construction Engineering,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,19,10
C091,Water: an essential resource,Physical Science And Engineering,Beginner,15,Backend Developer,Continuous Monitoring,"Continuous Monitoring, Environmental Monitoring, Environmental Engineering, Sustainable Development, Water Quality, Internet Of Things, Civil Engineering, Hydrology, Human Centered Design, Risk Analysis, Water Resource Management, Machine Learning, Water Sustainability, Sustainable Design",80,"The challenge of protection from chemical and microbiological hazard
The challenge of protection from chemical and micro",https://www.coursera.org/learn/water-an-essential-resource,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Continuous Monitoring; Environmental Monitoring; Environmental Engineering; Sustainable Development; Water Quality,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,15,14
